run,step,loss,gradient_norm,learning_rate
Pre-Norm · no warmup,84,0.024585073813796043,0.03262559324502945,0.002
Pre-Norm · no warmup,85,0.023686498403549194,0.03150591999292374,0.002
Pre-Norm · no warmup,86,0.022883383557200432,0.030800985172390938,0.002
Pre-Norm · no warmup,87,0.022013459354639053,0.029601724818348885,0.002
Pre-Norm · no warmup,88,0.021328479051589966,0.028624363243579865,0.002
Pre-Norm · no warmup,89,0.020608006045222282,0.027625806629657745,0.002
Pre-Norm · no warmup,90,0.019870424643158913,0.026835232973098755,0.002
Pre-Norm · no warmup,91,0.01926678791642189,0.02620154432952404,0.002
Pre-Norm · no warmup,92,0.018606437370181084,0.02535489946603775,0.002
Pre-Norm · no warmup,93,0.017996329814195633,0.024933453649282455,0.002
Pre-Norm · no warmup,94,0.0174542423337698,0.023641172796487808,0.002
Pre-Norm · no warmup,95,0.0169307179749012,0.023563457652926445,0.002
Pre-Norm · no warmup,96,0.01633846014738083,0.022250326350331306,0.002
Pre-Norm · no warmup,97,0.015907805413007736,0.021789805963635445,0.002
Pre-Norm · no warmup,98,0.015457961708307266,0.021410195156931877,0.002
Pre-Norm · no warmup,99,0.01499478705227375,0.020648842677474022,0.002
Pre-Norm · no warmup,100,0.014519340358674526,0.02025730535387993,0.002
Pre-Norm · no warmup,101,0.014097987674176693,0.019648658111691475,0.002
Pre-Norm · no warmup,102,0.013719877228140831,0.01913771964609623,0.002
Pre-Norm · no warmup,103,0.013297623954713345,0.01847800612449646,0.002
Pre-Norm · no warmup,104,0.012882504612207413,0.01809532195329666,0.002
Pre-Norm · no warmup,105,0.01251914631575346,0.017519650980830193,0.002
Pre-Norm · no warmup,106,0.012184811756014824,0.017214477062225342,0.002
Pre-Norm · no warmup,107,0.011853879317641258,0.016582120209932327,0.002
Pre-Norm · no warmup,108,0.011516112834215164,0.01600940339267254,0.002
Pre-Norm · no warmup,109,0.011192040517926216,0.01590767130255699,0.002
Pre-Norm · no warmup,110,0.010910354554653168,0.015222212299704552,0.002
Pre-Norm · no warmup,111,0.010608622804284096,0.015000028535723686,0.002
Pre-Norm · no warmup,112,0.010289020836353302,0.014468282461166382,0.002
Pre-Norm · no warmup,113,0.010062286630272865,0.014494475908577442,0.002
Pre-Norm · no warmup,114,0.009792262688279152,0.013917838223278522,0.002
Pre-Norm · no warmup,115,0.009483521804213524,0.013436434790492058,0.002
Pre-Norm · no warmup,116,0.009257185272872448,0.01310606487095356,0.002
Pre-Norm · no warmup,117,0.008993076160550117,0.012697044759988785,0.002
Pre-Norm · no warmup,118,0.008730731904506683,0.012539797462522984,0.002
Pre-Norm · no warmup,119,0.008517193607985973,0.01208559051156044,0.002
Pre-Norm · no warmup,120,0.008311479352414608,0.012088480405509472,0.002
Pre-Norm · no warmup,121,0.008077147416770458,0.011569778434932232,0.002
Pre-Norm · no warmup,122,0.00785495713353157,0.011259740218520164,0.002
Pre-Norm · no warmup,123,0.0076604485511779785,0.011206897906959057,0.002
Pre-Norm · no warmup,124,0.007439333014190197,0.010710741393268108,0.002
Pre-Norm · no warmup,125,0.007216720841825008,0.010828902944922447,0.002
Pre-Norm · no warmup,126,0.007036312483251095,0.010307768359780312,0.002
Pre-Norm · no warmup,127,0.006869287695735693,0.009927610866725445,0.002
Pre-Norm · no warmup,128,0.0067055001854896545,0.009630793705582619,0.002
Pre-Norm · no warmup,129,0.006513671483844519,0.00938953086733818,0.002
Pre-Norm · no warmup,130,0.006351293530315161,0.00916579645127058,0.002
Pre-Norm · no warmup,131,0.00618017977103591,0.008921046741306782,0.002
Pre-Norm · no warmup,132,0.006007537245750427,0.008693096227943897,0.002
Pre-Norm · no warmup,133,0.0058707259595394135,0.008792869746685028,0.002
Pre-Norm · no warmup,134,0.005704778246581554,0.008257927373051643,0.002
Pre-Norm · no warmup,135,0.005536937620490789,0.008077602833509445,0.002
Pre-Norm · no warmup,136,0.005421068519353867,0.007920249365270138,0.002
Pre-Norm · no warmup,137,0.005289237946271896,0.007928973995149136,0.002
Pre-Norm · no warmup,138,0.005111534148454666,0.007498803082853556,0.002
Pre-Norm · no warmup,139,0.004996045492589474,0.007303208112716675,0.002
Pre-Norm · no warmup,140,0.004876022692769766,0.007348204962909222,0.002
Pre-Norm · no warmup,141,0.004721439443528652,0.006965280510485172,0.002
Pre-Norm · no warmup,142,0.004615222569555044,0.006847523618489504,0.002
Pre-Norm · no warmup,143,0.004478012677282095,0.006575511768460274,0.002
Pre-Norm · no warmup,144,0.0043494864366948605,0.006535216700285673,0.002
Pre-Norm · no warmup,145,0.004243082366883755,0.006256221793591976,0.002
Pre-Norm · no warmup,146,0.004133589565753937,0.006101798266172409,0.002
Pre-Norm · no warmup,147,0.004030262585729361,0.005989265162497759,0.002
Pre-Norm · no warmup,148,0.0039320094510912895,0.0060071698389947414,0.002
Pre-Norm · no warmup,149,0.0038180637639015913,0.005716480314731598,0.002
Pre-Norm · no warmup,150,0.0037182620726525784,0.005523097235709429,0.002
Pre-Norm · no warmup,151,0.003624520031735301,0.0054521504789590836,0.002
Pre-Norm · no warmup,152,0.003518241224810481,0.0052736541256308556,0.002
Pre-Norm · no warmup,153,0.00343568017706275,0.005143241956830025,0.002
Pre-Norm · no warmup,154,0.003333346452564001,0.004981899634003639,0.002
Pre-Norm · no warmup,155,0.0032545565627515316,0.004898096900433302,0.002
Pre-Norm · no warmup,156,0.0031623393297195435,0.004732980392873287,0.002
Pre-Norm · no warmup,157,0.003083946881815791,0.00464883865788579,0.002
Pre-Norm · no warmup,158,0.0030001141130924225,0.0045303418301045895,0.002
Pre-Norm · no warmup,159,0.0029206834733486176,0.004396761767566204,0.002
Pre-Norm · no warmup,160,0.0028411089442670345,0.004282753448933363,0.002
Pre-Norm · no warmup,161,0.002764367964118719,0.004164861980825663,0.002
Pre-Norm · no warmup,162,0.0026863578241318464,0.004213530104607344,0.002
Pre-Norm · no warmup,163,0.002620391547679901,0.004086052533239126,0.002
Pre-Norm · no warmup,164,0.002552855759859085,0.00392130808904767,0.002
Pre-Norm · no warmup,165,0.0024778645019978285,0.0038756770081818104,0.002
Pre-Norm · no warmup,166,0.0024129911325871944,0.0037328971084207296,0.002
Pre-Norm · no warmup,167,0.002353089628741145,0.0035941663663834333,0.002
Pre-Norm · no warmup,168,0.0022893287241458893,0.00353185529820621,0.002
Pre-Norm · no warmup,169,0.0022249072790145874,0.0034053935669362545,0.002
Pre-Norm · no warmup,170,0.0021633333526551723,0.003343898570165038,0.002
Pre-Norm · no warmup,171,0.0021074428223073483,0.0032329862006008625,0.002
Pre-Norm · no warmup,172,0.0020541525445878506,0.0032561016269028187,0.002
Pre-Norm · no warmup,173,0.0020011502783745527,0.0030802141409367323,0.002
Pre-Norm · no warmup,174,0.0019510972779244184,0.00306320539675653,0.002
Pre-Norm · no warmup,175,0.001886509358882904,0.0029408461414277554,0.002
Pre-Norm · no warmup,176,0.0018419611733406782,0.002860420383512974,0.002
Pre-Norm · no warmup,177,0.0017929499736055732,0.002763610566034913,0.002
Pre-Norm · no warmup,178,0.001742220250889659,0.002686560619622469,0.002
Pre-Norm · no warmup,179,0.0017008110880851746,0.0026722096372395754,0.002
Pre-Norm · no warmup,180,0.0016489041736349463,0.002564190188422799,0.002
Post-Norm · no warmup,1,4.170273780822754,0.3293284475803375,0.002
Post-Norm · no warmup,2,4.158395767211914,0.2758401930332184,0.002
Post-Norm · no warmup,3,4.12296199798584,0.34669485688209534,0.002
Post-Norm · no warmup,4,4.130105495452881,1.4359300136566162,0.002
Post-Norm · no warmup,5,4.112707614898682,0.7457767128944397,0.002
Post-Norm · no warmup,6,4.154260158538818,0.42544665932655334,0.002
Post-Norm · no warmup,7,4.128181457519531,0.7793008089065552,0.002
Post-Norm · no warmup,8,4.101801872253418,1.0943825244903564,0.002
Post-Norm · no warmup,9,4.104952335357666,0.3225530683994293,0.002
Post-Norm · no warmup,10,3.987213611602783,0.5306282043457031,0.002
Post-Norm · no warmup,11,4.003796577453613,0.7806395888328552,0.002
Post-Norm · no warmup,12,4.009024620056152,1.251432180404663,0.002
Post-Norm · no warmup,13,3.981661558151245,0.22893354296684265,0.002
Post-Norm · no warmup,14,3.950523853302002,0.4397357702255249,0.002
Post-Norm · no warmup,15,3.966418743133545,0.2483261227607727,0.002
Post-Norm · no warmup,16,3.9466607570648193,0.1791645884513855,0.002
Post-Norm · no warmup,17,3.9799022674560547,0.2554945647716522,0.002
Post-Norm · no warmup,18,3.9182803630828857,0.4685014486312866,0.002
Post-Norm · no warmup,19,3.94199538230896,0.24459588527679443,0.002
Post-Norm · no warmup,20,3.872730255126953,0.255921334028244,0.002
Post-Norm · no warmup,21,3.900369644165039,0.3095278739929199,0.002
Post-Norm · no warmup,22,3.8180031776428223,0.24571551382541656,0.002
Post-Norm · no warmup,23,3.826716184616089,0.39383527636528015,0.002
Post-Norm · no warmup,24,3.8623862266540527,0.28072279691696167,0.002
Post-Norm · no warmup,25,3.7825169563293457,0.33145344257354736,0.002
Post-Norm · no warmup,26,3.8210673332214355,0.2540235221385956,0.002
Post-Norm · no warmup,27,3.7176356315612793,0.37900933623313904,0.002
Post-Norm · no warmup,28,3.7776594161987305,0.3207610249519348,0.002
Post-Norm · no warmup,29,3.8470163345336914,0.4468754529953003,0.002
Post-Norm · no warmup,30,3.7392210960388184,6.959640979766846,0.002
Post-Norm · no warmup,31,3.7367334365844727,0.29323312640190125,0.002
Post-Norm · no warmup,32,3.7383852005004883,0.6058328747749329,0.002
Post-Norm · no warmup,33,3.7153215408325195,0.5133872032165527,0.002
Post-Norm · no warmup,34,3.7353172302246094,0.45826950669288635,0.002
Post-Norm · no warmup,35,3.866184711456299,0.6497504711151123,0.002
Post-Norm · no warmup,36,3.833892345428467,0.36266815662384033,0.002
Post-Norm · no warmup,37,3.8883891105651855,0.32057225704193115,0.002
Post-Norm · no warmup,38,3.8166329860687256,4.235692024230957,0.002
Post-Norm · no warmup,39,4.73474645614624,1.1079063415527344,0.002
Post-Norm · no warmup,40,4.607250213623047,1.0178862810134888,0.002
Post-Norm · no warmup,41,4.669364929199219,2.45713472366333,0.002
Post-Norm · no warmup,42,4.321409225463867,0.6753396391868591,0.002
Post-Norm · no warmup,43,4.241430282592773,0.4770606756210327,0.002
Post-Norm · no warmup,44,4.2599945068359375,0.4938707947731018,0.002
Post-Norm · no warmup,45,4.22960090637207,0.4525674283504486,0.002
Post-Norm · no warmup,46,4.2273969650268555,0.5106834769248962,0.002
Post-Norm · no warmup,47,4.229748725891113,0.6644747257232666,0.002
Post-Norm · no warmup,48,4.171910762786865,0.2990073263645172,0.002
Post-Norm · no warmup,49,4.161882400512695,0.27564743161201477,0.002
Post-Norm · no warmup,50,4.297868728637695,0.7451285123825073,0.002
Post-Norm · no warmup,51,4.24312686920166,0.5437366962432861,0.002
Post-Norm · no warmup,52,4.239296913146973,0.5675007104873657,0.002
Post-Norm · no warmup,53,4.151153564453125,0.18697552382946014,0.002
Post-Norm · no warmup,54,4.251795768737793,0.6853072047233582,0.002
Post-Norm · no warmup,55,4.186744213104248,0.2900056838989258,0.002
Post-Norm · no warmup,56,4.1653361320495605,0.319576233625412,0.002
Post-Norm · no warmup,57,4.16745138168335,0.31582117080688477,0.002
Post-Norm · no warmup,58,4.152154445648193,0.17347872257232666,0.002
Post-Norm · no warmup,59,4.176314353942871,0.4188266694545746,0.002
Post-Norm · no warmup,60,4.159814357757568,0.17638355493545532,0.002
Post-Norm · no warmup,61,4.164211750030518,0.2685838043689728,0.002
Post-Norm · no warmup,62,4.168793201446533,0.19444750249385834,0.002
Post-Norm · no warmup,63,4.182336807250977,0.2460627257823944,0.002
Post-Norm · no warmup,64,4.201850891113281,0.48792582750320435,0.002
Post-Norm · no warmup,65,4.195200443267822,0.4314841032028198,0.002
Post-Norm · no warmup,66,4.181148529052734,0.2512063682079315,0.002
Post-Norm · no warmup,67,4.193087577819824,0.31343549489974976,0.002
Post-Norm · no warmup,68,4.206277847290039,0.5549792647361755,0.002
Post-Norm · no warmup,69,4.145305156707764,0.20469188690185547,0.002
Post-Norm · no warmup,70,4.169793128967285,0.2847520709037781,0.002
Post-Norm · no warmup,71,4.1698102951049805,0.2593206465244293,0.002
Post-Norm · no warmup,72,4.164039611816406,0.1978088915348053,0.002
Post-Norm · no warmup,73,4.1609883308410645,0.1886213719844818,0.002
Post-Norm · no warmup,74,4.1564106941223145,0.12625713646411896,0.002
Post-Norm · no warmup,75,4.169647693634033,0.2094012349843979,0.002
Post-Norm · no warmup,76,4.152587890625,0.1933005005121231,0.002
Post-Norm · no warmup,77,4.158356189727783,0.11633409559726715,0.002
Post-Norm · no warmup,78,4.166437149047852,0.20334379374980927,0.002
Post-Norm · no warmup,79,4.168237209320068,0.2992534339427948,0.002
Post-Norm · no warmup,80,4.185897350311279,0.30702629685401917,0.002
Post-Norm · no warmup,81,4.151926040649414,0.2535412907600403,0.002
Post-Norm · no warmup,82,4.1537766456604,0.15416935086250305,0.002
Post-Norm · no warmup,83,4.14689826965332,0.12594808638095856,0.002
Post-Norm · no warmup,84,4.191244125366211,0.3018895983695984,0.002
Post-Norm · no warmup,85,4.198064804077148,0.3454650640487671,0.002
Post-Norm · no warmup,86,4.188461780548096,0.32901328802108765,0.002
Post-Norm · no warmup,87,4.165058135986328,0.23679840564727783,0.002
Post-Norm · no warmup,88,4.17380428314209,0.2382020205259323,0.002
Post-Norm · no warmup,89,4.166288375854492,0.14898496866226196,0.002
Post-Norm · no warmup,90,4.162802696228027,0.1905798763036728,0.002
Post-Norm · no warmup,91,4.160443305969238,0.19330941140651703,0.002
Post-Norm · no warmup,92,4.159862518310547,0.20446522533893585,0.002
Post-Norm · no warmup,93,4.150221347808838,0.27641546726226807,0.002
Post-Norm · no warmup,94,4.164670944213867,0.1468818336725235,0.002
Post-Norm · no warmup,95,4.1997880935668945,0.4415789544582367,0.002
Post-Norm · no warmup,96,4.181405067443848,0.2568981945514679,0.002
Post-Norm · no warmup,97,4.184689521789551,0.2805885672569275,0.002
Post-Norm · no warmup,98,4.183412551879883,0.33135661482810974,0.002
Post-Norm · no warmup,99,4.168380260467529,0.22102148830890656,0.002
Post-Norm · no warmup,100,4.145916938781738,0.19296494126319885,0.002
Post-Norm · no warmup,101,4.171652317047119,0.2940911650657654,0.002
Post-Norm · no warmup,102,4.150821208953857,0.1687103658914566,0.002
Post-Norm · no warmup,103,4.161858081817627,0.2144550234079361,0.002
Post-Norm · no warmup,104,4.181924819946289,0.33740007877349854,0.002
Post-Norm · no warmup,105,4.183096885681152,0.31805187463760376,0.002
Post-Norm · no warmup,106,4.184419631958008,0.3547966778278351,0.002
Post-Norm · no warmup,107,4.1525187492370605,0.13703429698944092,0.002
Post-Norm · no warmup,108,4.1613993644714355,0.12786321341991425,0.002
Post-Norm · no warmup,109,4.163094997406006,0.2899318039417267,0.002
Post-Norm · no warmup,110,4.160184383392334,0.1140974834561348,0.002
Post-Norm · no warmup,111,4.17091178894043,0.25133150815963745,0.002
Post-Norm · no warmup,112,4.155143737792969,0.1384529173374176,0.002
Post-Norm · no warmup,113,4.190808296203613,0.3855816721916199,0.002
Post-Norm · no warmup,114,4.182326316833496,0.2943016290664673,0.002
Post-Norm · no warmup,115,4.150490760803223,0.1347709447145462,0.002
Post-Norm · no warmup,116,4.170482158660889,0.20130693912506104,0.002
Post-Norm · no warmup,117,4.161193370819092,0.12745340168476105,0.002
Post-Norm · no warmup,118,4.143416404724121,0.18081744015216827,0.002
Post-Norm · no warmup,119,4.170486927032471,0.20490318536758423,0.002
Post-Norm · no warmup,120,4.159824371337891,0.29129865765571594,0.002
Post-Norm · no warmup,121,4.166455268859863,0.21898511052131653,0.002
Post-Norm · no warmup,122,4.156196117401123,0.15505912899971008,0.002
Post-Norm · no warmup,123,4.144681930541992,0.24238798022270203,0.002
Post-Norm · no warmup,124,4.153522491455078,0.16740722954273224,0.002
Post-Norm · no warmup,125,4.190549373626709,0.47435858845710754,0.002
Post-Norm · no warmup,126,4.150357723236084,0.2659478485584259,0.002
Post-Norm · no warmup,127,4.149046897888184,0.12089060992002487,0.002
Post-Norm · no warmup,128,4.180542469024658,0.23804721236228943,0.002
Post-Norm · no warmup,129,4.164663791656494,0.17243187129497528,0.002
Post-Norm · no warmup,130,4.180762767791748,0.24942734837532043,0.002
Post-Norm · no warmup,131,4.160617828369141,0.12070802599191666,0.002
Post-Norm · no warmup,132,4.153839111328125,0.0758269652724266,0.002
Post-Norm · no warmup,133,4.154369354248047,0.3225483000278473,0.002
Post-Norm · no warmup,134,4.161804676055908,0.10973167419433594,0.002
Post-Norm · no warmup,135,4.165896892547607,0.21890570223331451,0.002
Post-Norm · no warmup,136,4.158830642700195,0.14451077580451965,0.002
Post-Norm · no warmup,137,4.145802974700928,0.2631203830242157,0.002
Post-Norm · no warmup,138,4.178626537322998,0.28620246052742004,0.002
Post-Norm · no warmup,139,4.157808303833008,0.09331551194190979,0.002
Post-Norm · no warmup,140,4.136829376220703,0.23005667328834534,0.002
Post-Norm · no warmup,141,4.172798156738281,0.2556018829345703,0.002
Post-Norm · no warmup,142,4.144598960876465,0.11779569834470749,0.002
Post-Norm · no warmup,143,4.178845405578613,0.2363986074924469,0.002
Post-Norm · no warmup,144,4.201103210449219,0.43079906702041626,0.002
Post-Norm · no warmup,145,4.174792289733887,0.22893866896629333,0.002
Post-Norm · no warmup,146,4.167384624481201,0.1791219711303711,0.002
Post-Norm · no warmup,147,4.156538963317871,0.15052521228790283,0.002
Post-Norm · no warmup,148,4.166003227233887,0.3607744574546814,0.002
Post-Norm · no warmup,149,4.156546115875244,0.19730491936206818,0.002
Post-Norm · no warmup,150,4.160586833953857,0.13515204191207886,0.002
Post-Norm · no warmup,151,4.199305057525635,0.560620129108429,0.002
Post-Norm · no warmup,152,4.214619159698486,0.8779818415641785,0.002
Post-Norm · no warmup,153,4.121547222137451,0.8531779050827026,0.002
Post-Norm · no warmup,154,4.070409774780273,0.6643218994140625,0.002
Post-Norm · no warmup,155,4.01723575592041,0.5959723591804504,0.002
Post-Norm · no warmup,156,3.9635274410247803,0.5410252809524536,0.002
Post-Norm · no warmup,157,3.9038939476013184,0.4700546860694885,0.002
Post-Norm · no warmup,158,4.004995822906494,0.4298728108406067,0.002
Post-Norm · no warmup,159,4.162886142730713,0.33202603459358215,0.002
Post-Norm · no warmup,160,4.267697334289551,0.6174730062484741,0.002
Post-Norm · no warmup,161,4.167284965515137,0.391683429479599,0.002
Post-Norm · no warmup,162,4.1528472900390625,0.589453399181366,0.002
Post-Norm · no warmup,163,4.210536003112793,1.9774143695831299,0.002
Post-Norm · no warmup,164,4.690666198730469,1.055280327796936,0.002
Post-Norm · no warmup,165,4.376885414123535,0.7603627443313599,0.002
Post-Norm · no warmup,166,4.2928056716918945,0.5822173953056335,0.002
Post-Norm · no warmup,167,4.428282737731934,0.7565909028053284,0.002
Post-Norm · no warmup,168,4.473424911499023,0.8481153249740601,0.002
Post-Norm · no warmup,169,4.328892707824707,0.622124195098877,0.002
Post-Norm · no warmup,170,4.237265586853027,0.4914831221103668,0.002
Post-Norm · no warmup,171,4.19047737121582,0.312166303396225,0.002
Post-Norm · no warmup,172,4.261930465698242,0.6133469939231873,0.002
Post-Norm · no warmup,173,4.221048355102539,0.3864477872848511,0.002
Post-Norm · no warmup,174,4.148403167724609,0.24938170611858368,0.002
Post-Norm · no warmup,175,4.1508636474609375,0.2076103240251541,0.002
Post-Norm · no warmup,176,4.239874839782715,0.45652902126312256,0.002
Post-Norm · no warmup,177,4.18360710144043,0.24238474667072296,0.002
Post-Norm · no warmup,178,4.192104339599609,0.2858060300350189,0.002
Post-Norm · no warmup,179,4.238978862762451,0.47118088603019714,0.002
Post-Norm · no warmup,180,4.212052345275879,0.37446489930152893,0.002
Post-Norm · 120-step warmup,1,4.170273780822754,0.3293284475803375,1.6666666666666667e-05
Post-Norm · 120-step warmup,2,4.173466682434082,0.3082592785358429,3.3333333333333335e-05
Post-Norm · 120-step warmup,3,4.164648532867432,0.28471991419792175,5e-05
Post-Norm · 120-step warmup,4,4.165546417236328,0.3066942095756531,6.666666666666667e-05
Post-Norm · 120-step warmup,5,4.159843444824219,0.39708083868026733,8.333333333333333e-05
Post-Norm · 120-step warmup,6,4.16652774810791,0.4669409692287445,0.0001
Post-Norm · 120-step warmup,7,4.158797264099121,0.24558956921100616,0.00011666666666666667
Post-Norm · 120-step warmup,8,4.15239143371582,0.30198946595191956,0.00013333333333333334
Post-Norm · 120-step warmup,9,4.152738571166992,0.24287137389183044,0.00015
Post-Norm · 120-step warmup,10,4.143410682678223,0.36558544635772705,0.00016666666666666666
Post-Norm · 120-step warmup,11,4.144381046295166,0.318000465631485,0.00018333333333333334
Post-Norm · 120-step warmup,12,4.135860443115234,0.46915170550346375,0.0002
Post-Norm · 120-step warmup,13,4.127627372741699,0.4053037762641907,0.00021666666666666668
Post-Norm · 120-step warmup,14,4.132885456085205,0.4327065646648407,0.00023333333333333333
Post-Norm · 120-step warmup,15,4.1211161613464355,0.46046027541160583,0.00025
Post-Norm · 120-step warmup,16,4.103121757507324,0.5086690783500671,0.0002666666666666667
Post-Norm · 120-step warmup,17,4.090897083282471,0.500445544719696,0.00028333333333333335
Post-Norm · 120-step warmup,18,4.080442428588867,0.48715391755104065,0.0003
Post-Norm · 120-step warmup,19,4.090425491333008,0.42469149827957153,0.00031666666666666665
Post-Norm · 120-step warmup,20,4.071793079376221,0.4700236916542053,0.0003333333333333333
Post-Norm · 120-step warmup,21,4.0740790367126465,0.7249704599380493,0.00035
Post-Norm · 120-step warmup,22,4.028051853179932,0.5800642371177673,0.00036666666666666667
